Discipline,Subfield,Methodology,Title,Abstract,URL,Source,clean_title,clean_abstract,clean_text,noun_ratio,verb_ratio,adj_ratio,adv_ratio,avg_sentence_length,ner_org,ner_gpe,ner_date,ner_person
Computer Science,Human-Computer Interaction,Mixed Methods,"Contextualizing Large-Scale Domain Knowledge for Conceptual Modeling and
  Simulation","We present an interactive modeling tool, VERA, that scaffolds the acquisition
of domain knowledge involved in conceptual modeling and agent-based
simulations. We describe the knowledge engineering process of contextualizing
large-scale domain knowledge. Specifically, we use the ontology of biotic
interactions in Global Biotic Interactions, and the trait data of species in
Encyclopedia of Life to facilitate the model construction. Learners can use
VERA to construct qualitative conceptual models of ecological phenomena, run
them as quantitative simulations, and review their predictions.",http://arxiv.org/abs/2209.02579v1,arXiv,contextualizing largescale domain knowledge conceptual modeling simulation,present interactive modeling tool vera scaffold acquisition domain knowledge involve conceptual modeling agentbase simulation describe knowledge engineering process contextualizing largescale domain knowledge specifically use ontology biotic interaction global biotic interaction trait datum specie encyclopedia life facilitate model construction learner use vera construct qualitative conceptual model ecological phenomenon run quantitative simulation review prediction,contextualizing largescale domain knowledge conceptual modeling simulation present interactive modeling tool vera scaffold acquisition domain knowledge involve conceptual modeling agentbase simulation describe knowledge engineering process contextualizing largescale domain knowledge specifically use ontology biotic interaction global biotic interaction trait datum specie encyclopedia life facilitate model construction learner use vera construct qualitative conceptual model ecological phenomenon run quantitative simulation review prediction,0.5961538461538461,0.11538461538461539,0.19230769230769232,0.019230769230769232,52.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Mixed Methods,VizWiz Dataset Browser: A Tool for Visualizing Machine Learning Datasets,"We present a visualization tool to exhaustively search and browse through a
set of large-scale machine learning datasets. Built on the top of the VizWiz
dataset, our dataset browser tool has the potential to support and enable a
variety of qualitative and quantitative research, and open new directions for
visualizing and researching with multimodal information. The tool is publicly
available at https://vizwiz.org/browse.",http://arxiv.org/abs/1912.09336v1,arXiv,vizwiz dataset browser tool visualize machine learn dataset,present visualization tool exhaustively search browse set largescale machine learn dataset build top vizwiz dataset dataset browser tool potential support enable variety qualitative quantitative research open new direction visualize research multimodal information tool publicly available httpsvizwizorgbrowse,vizwiz dataset browser tool visualize machine learn dataset present visualization tool exhaustively search browse set largescale machine learn dataset build top vizwiz dataset dataset browser tool potential support enable variety qualitative quantitative research open new direction visualize research multimodal information tool publicly available httpsvizwizorgbrowse,0.6111111111111112,0.1111111111111111,0.2222222222222222,0.05555555555555555,36.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Design and Development,A Functional Driver Analyzing Concept,"<jats:p>It is evident that a lot of accidents occur because of drowsiness or inattentiveness of the driver. The logical consequence is that we have to find methods to better analyze the driver. A lot of research has been spent on camera-based systems which focus on the driver's eye gaze or his head movement. But there are few systems that provide camera-free driver analyzing. This is the main goal of the work presented here which is structured in three phases, with the operational goal of having a working driver analyzer implemented in a car. The main question is: is it possible to make statements concerning the driver and his state by using vehicle data from the CAN Bus only? This paper describes the current state of driver analyzing, our overall system architecture, as well as future work. At the moment, we focus on detecting the driving style of a person.</jats:p>",https://doi.org/10.1155/2011/413964,CrossRef,functional driver analyze concept,jatspit evident lot accident occur drowsiness inattentiveness driver logical consequence find method well analyze driver lot research spend camerabased system focus driver eye gaze head movement system provide camerafree driver analyze main goal work present structure three phase operational goal work driver analyzer implement car main question possible make statement concern driver state use vehicle datum bus paper describe current state driver analyze overall system architecture well future work moment focus detect drive style personjatsp,functional driver analyze concept jatspit evident lot accident occur drowsiness inattentiveness driver logical consequence find method well analyze driver lot research spend camerabased system focus driver eye gaze head movement system provide camerafree driver analyze main goal work present structure three phase operational goal work driver analyzer implement car main question possible make statement concern driver state use vehicle datum bus paper describe current state driver analyze overall system architecture well future work moment focus detect drive style personjatsp,0.6266666666666667,0.16,0.16,0.013333333333333334,75.0,0.0,0.0,0.0,1.0
Computer Science,Human-Computer Interaction,Design and Development,Developing a Child Friendly Text-to-Speech System,"<jats:p>This paper discusses the implementation details of a child friendly, good quality, English text-to-speech (TTS) system that is phoneme-based, concatenative, easy to set up and use with little memory. Direct waveform concatenation and linear prediction coding (LPC) are used. Most existing TTS systems are unit-selection based, which use standard speech databases available in neutral adult voices. Here reduced memory is achieved by the concatenation of phonemes and by replacing phonetic wave files with their LPC coefficients. Linguistic analysis was used to reduce the algorithmic complexity instead of signal processing techniques. Sufficient degree of customization and generalization catering to the needs of the child user had been included through the provision for vocabulary and voice selection to suit the requisites of the child. Prosody had also been incorporated. This inexpensive TTS system was implemented in MATLAB, with the synthesis presented by means of a graphical user interface (GUI), thus making it child friendly. This can be used not only as an interesting language learning aid for the normal child but it also serves as a speech aid to the vocally disabled child. The quality of the synthesized speech was evaluated using the mean opinion score (MOS).</jats:p>",https://doi.org/10.1155/2008/597971,CrossRef,develop child friendly texttospeech system,jatspthis paper discuss implementation detail child friendly good quality english texttospeech tts system phonemebase concatenative easy set use little memory direct waveform concatenation linear prediction code lpc use exist tts system unitselection base use standard speech database available neutral adult voice reduce memory achieve concatenation phoneme replace phonetic wave file lpc coefficient linguistic analysis use reduce algorithmic complexity instead signal processing technique sufficient degree customization generalization cater need child user include provision vocabulary voice selection suit requisite child prosody also incorporate inexpensive tts system implement matlab synthesis present mean graphical user interface gui thus make child friendly use interesting language learn aid normal child also serve speech aid vocally disabled child quality synthesized speech evaluate use mean opinion score mosjatsp,develop child friendly texttospeech system jatspthis paper discuss implementation detail child friendly good quality english texttospeech tts system phonemebase concatenative easy set use little memory direct waveform concatenation linear prediction code lpc use exist tts system unitselection base use standard speech database available neutral adult voice reduce memory achieve concatenation phoneme replace phonetic wave file lpc coefficient linguistic analysis use reduce algorithmic complexity instead signal processing technique sufficient degree customization generalization cater need child user include provision vocabulary voice selection suit requisite child prosody also incorporate inexpensive tts system implement matlab synthesis present mean graphical user interface gui thus make child friendly use interesting language learn aid normal child also serve speech aid vocally disabled child quality synthesized speech evaluate use mean opinion score mosjatsp,0.5416666666666666,0.15833333333333333,0.225,0.041666666666666664,120.0,0.0,0.0,0.0,1.0
Computer Science,Human-Computer Interaction,Design and Development,Enhancing Human-Computer Interaction in Augmented Reality (AR) and Virtual Reality (VR) Environments: The Role of Adaptive Interfaces and Haptic Feedback Systems,"<jats:p>Human-Computer Interaction (HCI) in Augmented Reality (AR) and Virtual Reality (VR) environments has emerged as a critical area of research, shaping how users interact with immersive technologies. This study explores the design and development of advanced HCI frameworks in AR/VR environments, with a particular focus on adaptive interfaces and haptic feedback systems. Adaptive interfaces employ real-time data to personalize user experiences, while haptic feedback systems provide tactile sensations to bridge the gap between digital and physical interactions. The integration of these technologies enhances user engagement, immersion, and efficiency across applications such as gaming, training simulations, healthcare, and remote collaboration. This research investigates the challenges in creating intuitive, responsive systems and examines cutting-edge solutions in multimodal interactions, gesture recognition, and real-time feedback processing. By analyzing user performance and satisfaction, this study contributes to the refinement of AR/VR systems, paving the way for next-generation immersive environments.</jats:p>",https://doi.org/10.62802/jfxtjt43,CrossRef,enhance humancomputer interaction augmented reality virtual reality environment role adaptive interface haptic feedback system,jatsphumancomputer interaction hci augmented reality virtual reality environment emerge critical area research shape user interact immersive technology study explore design development advanced hci framework arvr environment particular focus adaptive interface haptic feedback system adaptive interface employ realtime datum personalize user experience haptic feedback system provide tactile sensation bridge gap digital physical interaction integration technology enhance user engagement immersion efficiency across application gaming training simulation healthcare remote collaboration research investigate challenge create intuitive responsive system examine cuttingedge solution multimodal interaction gesture recognition realtime feedback processing analyze user performance satisfaction study contribute refinement arvr system pave way nextgeneration immersive environmentsjatsp,enhance humancomputer interaction augmented reality virtual reality environment role adaptive interface haptic feedback system jatsphumancomputer interaction hci augmented reality virtual reality environment emerge critical area research shape user interact immersive technology study explore design development advanced hci framework arvr environment particular focus adaptive interface haptic feedback system adaptive interface employ realtime datum personalize user experience haptic feedback system provide tactile sensation bridge gap digital physical interaction integration technology enhance user engagement immersion efficiency across application gaming training simulation healthcare remote collaboration research investigate challenge create intuitive responsive system examine cuttingedge solution multimodal interaction gesture recognition realtime feedback processing analyze user performance satisfaction study contribute refinement arvr system pave way nextgeneration immersive environmentsjatsp,0.6938775510204082,0.08163265306122448,0.11224489795918367,0.0,98.0,0.0,0.0,0.0,1.0
Computer Science,Human-Computer Interaction,Design and Development,RoboTable: An Infrastructure for Intuitive Interaction with Mobile Robots in a Mixed-Reality Environment,"<jats:p>This paper presents the design, development, and testing of a tabletop interface called RoboTable, which is an infrastructure supporting intuitive interaction with both mobile robots and virtual components in a mixed-reality environment. With a flexible software toolkit and specifically developed robots, the platform enables various modes of interaction with mobile robots. Using this platform, prototype applications are developed for two different application domains:<jats:italic>RoboPong</jats:italic>investigates the efficiency of the RoboTable system in game applications, and<jats:italic>ExploreRobot</jats:italic>explores the possibility of using robots and intuitive interaction to enhance learning.</jats:p>",https://doi.org/10.1155/2012/301608,CrossRef,robotable infrastructure intuitive interaction mobile robot mixedreality environment,jatspthis paper present design development testing tabletop interface call robotable infrastructure support intuitive interaction mobile robot virtual component mixedreality environment flexible software toolkit specifically develop robot platform enable various mode interaction mobile robot use platform prototype application develop two different application domainsjatsitalicrobopongjatsitalicinvestigate efficiency robotable system game application andjatsitalicexplorerobotjatsitalicexplore possibility use robot intuitive interaction enhance learningjatsp,robotable infrastructure intuitive interaction mobile robot mixedreality environment jatspthis paper present design development testing tabletop interface call robotable infrastructure support intuitive interaction mobile robot virtual component mixedreality environment flexible software toolkit specifically develop robot platform enable various mode interaction mobile robot use platform prototype application develop two different application domainsjatsitalicrobopongjatsitalicinvestigate efficiency robotable system game application andjatsitalicexplorerobotjatsitalicexplore possibility use robot intuitive interaction enhance learningjatsp,0.6181818181818182,0.07272727272727272,0.2,0.01818181818181818,55.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Design and Development,A Text-Based Chat System Embodied with an Expressive Agent,"<jats:p>Life-like characters are playing vital role in social computing by making human-computer interaction more easy and spontaneous. Nowadays, use of these characters to interact in online virtual environment has gained immense popularity. In this paper, we proposed a framework for a text-based chat system embodied with a life-like virtual agent that aims at natural communication between the users. To achieve this kind of system, we developed an agent that performs some nonverbal communications such as generating facial expression and motions by analyzing the text messages of the users. More specifically, this agent is capable of generating facial expressions for six basic emotions such as happy, sad, fear, angry, surprise, and disgust along with two additional emotions, irony and determined. Then to make the interaction between the users more realistic and lively, we added motions such as eye blink and head movements. We measured our proposed system from different aspects and found the results satisfactory, which make us believe that this kind of system can play a significant role in making an interaction episode more natural, effective, and interesting. Experimental evaluation reveals that the proposed agent can display emotive expressions correctly 93% of the time by analyzing the users’ text input.</jats:p>",https://doi.org/10.1155/2017/8962762,CrossRef,textbase chat system embody expressive agent,jatsplifelike character play vital role social computing make humancomputer interaction easy spontaneous nowadays use character interact online virtual environment gain immense popularity paper propose framework textbase chat system embody lifelike virtual agent aim natural communication user achieve kind system develop agent perform nonverbal communication generate facial expression motion analyze text message user specifically agent capable generate facial expression six basic emotion happy sad fear angry surprise disgust along two additional emotion irony determine make interaction user realistic lively add motion eye blink head movement measure propose system different aspect find result satisfactory make believe kind system play significant role make interaction episode natural effective interesting experimental evaluation reveal propose agent display emotive expression correctly time analyze user text inputjatsp,textbase chat system embody expressive agent jatsplifelike character play vital role social computing make humancomputer interaction easy spontaneous nowadays use character interact online virtual environment gain immense popularity paper propose framework textbase chat system embody lifelike virtual agent aim natural communication user achieve kind system develop agent perform nonverbal communication generate facial expression motion analyze text message user specifically agent capable generate facial expression six basic emotion happy sad fear angry surprise disgust along two additional emotion irony determine make interaction user realistic lively add motion eye blink head movement measure propose system different aspect find result satisfactory make believe kind system play significant role make interaction episode natural effective interesting experimental evaluation reveal propose agent display emotive expression correctly time analyze user text inputjatsp,0.47058823529411764,0.226890756302521,0.226890756302521,0.03361344537815126,119.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,"Transitioning Between Audience and Performer: Co-Designing Interactive
  Music Performances with Children","Live interactions have the potential to meaningfully engage audiences during
musical performances, and modern technologies promise unique ways to facilitate
these interactions. This work presents findings from three co-design sessions
with children that investigated how audiences might want to interact with live
music performances, including design considerations and opportunities. Findings
from these sessions also formed a Spectrum of Audience Interactivity in live
musical performances, outlining ways to encourage interactivity in music
performances from the child perspective.",http://arxiv.org/abs/1702.06236v1,arXiv,transition audience performer codesigning interactive music performance child,live interaction potential meaningfully engage audience musical performance modern technology promise unique way facilitate interaction work present finding three codesign session child investigate audience might want interact live music performance include design consideration opportunity finding session also form spectrum audience interactivity live musical performance outline way encourage interactivity music performance child perspective,transition audience performer codesigning interactive music performance child live interaction potential meaningfully engage audience musical performance modern technology promise unique way facilitate interaction work present finding three codesign session child investigate audience might want interact live music performance include design consideration opportunity finding session also form spectrum audience interactivity live musical performance outline way encourage interactivity music performance child perspective,0.6346153846153846,0.17307692307692307,0.11538461538461539,0.038461538461538464,52.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,Interacting with Thoughtful AI,"We envision the concept of Thoughtful AI, a new human-AI interaction paradigm
in which the AI behaves as a continuously thinking entity. Unlike conventional
AI systems that operate on a turn-based, input-output model, Thoughtful AI
autonomously generates, develops, and communicates its evolving thought process
throughout an interaction. In this position paper, we argue that this
thoughtfulness unlocks new possibilities for human-AI interaction by enabling
proactive AI behavior, facilitating continuous cognitive alignment with users,
and fostering more dynamic interaction experiences. We outline the conceptual
foundations of Thoughtful AI, illustrate its potential through example
projects, and envision how this paradigm can transform human-AI interaction in
the future.",http://arxiv.org/abs/2502.18676v2,arXiv,interact thoughtful,envision concept thoughtful new humanai interaction paradigm behave continuously think entity unlike conventional system operate turnbase inputoutput model thoughtful autonomously generate develop communicate evolve thought process throughout interaction position paper argue thoughtfulness unlock new possibility humanai interaction enable proactive behavior facilitate continuous cognitive alignment user foster dynamic interaction experience outline conceptual foundation thoughtful illustrate potential example project envision paradigm transform humanai interaction future,interact thoughtful envision concept thoughtful new humanai interaction paradigm behave continuously think entity unlike conventional system operate turnbase inputoutput model thoughtful autonomously generate develop communicate evolve thought process throughout interaction position paper argue thoughtfulness unlock new possibility humanai interaction enable proactive behavior facilitate continuous cognitive alignment user foster dynamic interaction experience outline conceptual foundation thoughtful illustrate potential example project envision paradigm transform humanai interaction future,0.5079365079365079,0.09523809523809523,0.2857142857142857,0.031746031746031744,63.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,Utilising Explanations to Mitigate Robot Conversational Failures,"This paper presents an overview of robot failure detection work from HRI and
adjacent fields using failures as an opportunity to examine robot explanation
behaviours. As humanoid robots remain experimental tools in the early 2020s,
interactions with robots are situated overwhelmingly in controlled
environments, typically studying various interactional phenomena. Such
interactions suffer from real-world and large-scale experimentation and tend to
ignore the 'imperfectness' of the everyday user. Robot explanations can be used
to approach and mitigate failures, by expressing robot legibility and
incapability, and within the perspective of common-ground. In this paper, I
discuss how failures present opportunities for explanations in interactive
conversational robots and what the potentials are for the intersection of HRI
and explainability research.",http://arxiv.org/abs/2307.04462v1,arXiv,utilise explanation mitigate robot conversational failure,paper present overview robot failure detection work hri adjacent field use failure opportunity examine robot explanation behaviour humanoid robot remain experimental tool early interaction robot situate overwhelmingly control environment typically study various interactional phenomenon interaction suffer realworld largescale experimentation tend ignore imperfectness everyday user robot explanation use approach mitigate failure express robot legibility incapability within perspective commonground paper discuss failure present opportunity explanation interactive conversational robot potential intersection hri explainability research,utilise explanation mitigate robot conversational failure paper present overview robot failure detection work hri adjacent field use failure opportunity examine robot explanation behaviour humanoid robot remain experimental tool early interaction robot situate overwhelmingly control environment typically study various interactional phenomenon interaction suffer realworld largescale experimentation tend ignore imperfectness everyday user robot explanation use approach mitigate failure express robot legibility incapability within perspective commonground paper discuss failure present opportunity explanation interactive conversational robot potential intersection hri explainability research,0.5492957746478874,0.1267605633802817,0.15492957746478872,0.04225352112676056,71.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,"Inflation of Interactivity? Analyzing and Understanding Embodied
  Interaction in Interactive Art through a New Three-dimensional Model","This insight paper examines embodied interaction in interactive art, focusing
on body embodiment, bodily sensation (i.e., somaesthetic), and audience-artwork
interaction. The authors propose a new three-dimensional descriptive model of
interactive art based on literature and apply to analyze a curated corpus of 49
award-winning artworks from the Prix Ars Electronica between 2009 and 2023. The
analysis reveals emergent patterns of interactive art that deepen the
understanding of interactive art from an embodied perspective and prepare the
ground for future research and art practices. This paper has discovered that
embodied interaction remains under-explored in interactive art rather than an
inflation of interactivity. Notable research gaps persist in exploring virtual
embodiment within sociocultural contexts using immersive technologies.
Furthermore, it also underscores the need to revisit the sociological and
etymological roots of interaction to enhance interpersonality and relationality
and advocates for a paradigm shift in future research and practice in
interactive art.",http://arxiv.org/abs/2409.00047v1,arXiv,inflation interactivity analyze understand embody interaction interactive art new threedimensional model,insight paper examine embody interaction interactive art focus body embodiment bodily sensation somaesthetic audienceartwork interaction author propose new threedimensional descriptive model interactive art base literature apply analyze curate corpus awardwinne artwork prix electronica analysis reveal emergent pattern interactive art deepen understanding interactive art embodied perspective prepare ground future research art practice paper discover embody interaction remain underexplored interactive art rather inflation interactivity notable research gap persist explore virtual embodiment within sociocultural context use immersive technology furthermore also underscore need revisit sociological etymological root interaction enhance interpersonality relationality advocate paradigm shift future research practice interactive art,inflation interactivity analyze understand embody interaction interactive art new threedimensional model insight paper examine embody interaction interactive art focus body embodiment bodily sensation somaesthetic audienceartwork interaction author propose new threedimensional descriptive model interactive art base literature apply analyze curate corpus awardwinne artwork prix electronica analysis reveal emergent pattern interactive art deepen understanding interactive art embodied perspective prepare ground future research art practice paper discover embody interaction remain underexplored interactive art rather inflation interactivity notable research gap persist explore virtual embodiment within sociocultural context use immersive technology furthermore also underscore need revisit sociological etymological root interaction enhance interpersonality relationality advocate paradigm shift future research practice interactive art,0.5368421052631579,0.1368421052631579,0.22105263157894736,0.031578947368421054,95.0,0.0,0.0,0.0,0.0
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,Ten Conceptual Dimensions of Context,"This paper attempts to synthesize various conceptualizations of the term
""context"" as found in computing literature. Ten conceptual dimensions of
context thus emerge -- location; user, task, and system characteristics;
physical, social, organizational, and cultural environments; time-related
aspects, and historical information. Together, the ten dimensions of context
provide a comprehensive view of the notion of context, and allow for a more
systematic examination of the influence of context and contextual information
on human-system or human-AI interactions.",http://arxiv.org/abs/2111.04472v1,arXiv,ten conceptual dimension context,paper attempt synthesize various conceptualization term context find compute literature ten conceptual dimension context thus emerge location user task system characteristic physical social organizational cultural environment timerelate aspect historical information together ten dimension context provide comprehensive view notion context allow systematic examination influence context contextual information humansystem humanai interaction,ten conceptual dimension context paper attempt synthesize various conceptualization term context find compute literature ten conceptual dimension context thus emerge location user task system characteristic physical social organizational cultural environment timerelate aspect historical information together ten dimension context provide comprehensive view notion context allow systematic examination influence context contextual information humansystem humanai interaction,0.4897959183673469,0.10204081632653061,0.2653061224489796,0.04081632653061224,49.0,0.0,0.0,0.0,0.0
Computer Science,Software Engineering Principles,Quantitative,Software metrics and measurement principles,"<jats:p>Software measurement is widely advocated as a fundamental constituent of an engineering approach to planning and controlling software development. Unfortunately, there is a dichotomy between the quantity of developed metrics and those used. This paper provides a tutorial review of software engineering measurement indicating the depth and breadth of the field. Individual metrics are not described due to the interest of this paper being on the measurement process and not the products of that process. Generic problems have been identified within existing measurement processes, these provide learning points for the expression of measurement principles. These principles are classified and described according to their position within the formulation, analysis and application stages of measurement. Conclusions are elaborated that suggest that existing measurement frameworks for applying measurement - often called measurement methods - do not provide sufficient support for the principles and their continued use will only serve to replicate the problems. In order to improve the products i.e. metrics, the measurement process requires improvement through inclusion of these principles in a new method.</jats:p>",https://doi.org/10.1145/181610.181625,CrossRef,software metric measurement principle,jatspsoftware measurement widely advocate fundamental constituent engineering approach plan control software development unfortunately dichotomy quantity develop metric use paper provide tutorial review software engineering measurement indicate depth breadth field individual metric describe due interest paper measurement process product process generic problem identify within exist measurement process provide learning point expression measurement principle principle classify describe accord position within formulation analysis application stage measurement conclusion elaborate suggest exist measurement framework apply measurement often call measurement method provide sufficient support principle continue use serve replicate problem order improve product metric measurement process require improvement inclusion principle new methodjatsp,software metric measurement principle jatspsoftware measurement widely advocate fundamental constituent engineering approach plan control software development unfortunately dichotomy quantity develop metric use paper provide tutorial review software engineering measurement indicate depth breadth field individual metric describe due interest paper measurement process product process generic problem identify within exist measurement process provide learning point expression measurement principle principle classify describe accord position within formulation analysis application stage measurement conclusion elaborate suggest exist measurement framework apply measurement often call measurement method provide sufficient support principle continue use serve replicate problem order improve product metric measurement process require improvement inclusion principle new methodjatsp,0.6041666666666666,0.17708333333333334,0.125,0.03125,96.0,0.0,0.0,0.0,0.0
Computer Science,Software Engineering Principles,Quantitative,Principles and Measurement Models for Software Assurance,<jats:p>Ensuring and sustaining software product integrity requires that all project stakeholders share a common understanding of the status of the product throughout the development and sustainment processes. Accurately measuring the product’s status helps achieve this shared understanding. This paper presents an effective measurement model organized by seven principles that capture the fundamental managerial and technical concerns of development and sustainment. These principles guided the development of the measures presented in the paper. Data from the quantitative measures help organizational stakeholders make decisions about the performance of their overall software assurance processes. Complementary risk-based data help them make decisions relative to the assessment of risk. The quantitative and risk-based measures form a comprehensive model to assess program and organizational performance. An organization using this model will be able to assess its performance to ensure secure and trustworthy products.</jats:p>,https://doi.org/10.4018/jsse.2013010101,CrossRef,principle measurement model software assurance,jatspensuring sustain software product integrity require project stakeholder share common understanding status product throughout development sustainment process accurately measure product status help achieve share understanding paper present effective measurement model organize seven principle capture fundamental managerial technical concern development sustainment principle guide development measure present paper datum quantitative measure help organizational stakeholder make decision performance overall software assurance process complementary riskbase datum help make decision relative assessment risk quantitative riskbase measure form comprehensive model assess program organizational performance organization use model able assess performance ensure secure trustworthy productsjatsp,principle measurement model software assurance jatspensuring sustain software product integrity require project stakeholder share common understanding status product throughout development sustainment process accurately measure product status help achieve share understanding paper present effective measurement model organize seven principle capture fundamental managerial technical concern development sustainment principle guide development measure present paper datum quantitative measure help organizational stakeholder make decision performance overall software assurance process complementary riskbase datum help make decision relative assessment risk quantitative riskbase measure form comprehensive model assess program organizational performance organization use model able assess performance ensure secure trustworthy productsjatsp,0.5681818181818182,0.18181818181818182,0.2159090909090909,0.011363636363636364,88.0,0.0,0.0,0.0,0.0
Computer Science,Software Engineering Principles,Quantitative,TOWARD SOFTWARE ENGINEERING PRINCIPLES BASED ON ISLAMIC ETHICAL VALUES,"<jats:p>Software is the core for Computer-based applications which became  an essential part for critical control systems, health and human life  guard systems, financial and banking systems, educational and other  systems. It requires qualified software engineers professionally and  ethically. L.R and survey results show that software engineering  professionals facing several ethical related problems which are costly,  harmful and affected high ratio of people. Professional organizations  like ACM, IEEE, ABET and CSAC have established codes of ethics to help  software engineering professionals to understand and manage their  ethical responsibilities. Islam considers ethics an essential factor to  build individuals,communities and society. Islamic Ethics are set of  moral principles and guidance that recognizes what is right behavior  from wrong, which are comprehensive, stable, fair, and historically  prove success in building ethically great society. The 1.3 billions of  Muslims with 10s of thousands of software engineers should have an  effective role in software development and life, which requires them to  understand and implement ethics, specially the Islamic ethics in their  work. This paper is a frame-work for modeling software engineering  principle. It focuses mainly on adopting a new version of software  engineering principle based on Islamic ethical values.</jats:p>",https://doi.org/10.31436/iiumej.v9i2.99,CrossRef,toward software engineering principle base islamic ethical value,jatspsoftware core computerbase application become essential part critical control system health human life guard system financial banking system educational system require qualified software engineer professionally ethically survey result show software engineering professional face several ethical relate problem costly harmful affect high ratio people professional organization like acm ieee abet csac establish code ethic help software engineering professional understand manage ethical responsibility islam consider ethic essential factor build individualscommunitie society islamic ethic set moral principle guidance recognize right behavior wrong comprehensive stable fair historically prove success build ethically great society billion muslim thousand software engineer effective role software development life require understand implement ethic specially islamic ethic work paper framework modeling software engineering principle focus mainly adopt new version software engineering principle base islamic ethical valuesjatsp,toward software engineering principle base islamic ethical value jatspsoftware core computerbase application become essential part critical control system health human life guard system financial banking system educational system require qualified software engineer professionally ethically survey result show software engineering professional face several ethical relate problem costly harmful affect high ratio people professional organization like acm ieee abet csac establish code ethic help software engineering professional understand manage ethical responsibility islam consider ethic essential factor build individualscommunitie society islamic ethic set moral principle guidance recognize right behavior wrong comprehensive stable fair historically prove success build ethically great society billion muslim thousand software engineer effective role software development life require understand implement ethic specially islamic ethic work paper framework modeling software engineering principle focus mainly adopt new version software engineering principle base islamic ethical valuesjatsp,0.464,0.144,0.28,0.048,125.0,0.0,0.0,0.0,0.0
Computer Science,Software Engineering Principles,Quantitative,Software engineering principles to improve quality and performance of R software,"<jats:p>Today’s computational researchers are expected to be highly proficient in using software to solve a wide range of problems ranging from processing large datasets to developing personalized treatment strategies from a growing range of options. Researchers are well versed in their own field, but may lack formal training and appropriate mentorship in software engineering principles. Two major themes not covered in most university coursework nor current literature are software testing and software optimization. Through a survey of all currently available Comprehensive R Archive Network packages, we show that reproducible and replicable software tests are frequently not available and that many packages do not appear to employ software performance and optimization tools and techniques. Through use of examples from an existing R package, we demonstrate powerful testing and optimization techniques that can improve the quality of any researcher’s software.</jats:p>",https://doi.org/10.7717/peerj-cs.175,CrossRef,software engineering principle improve quality performance software,jatsptoday computational researcher expect highly proficient use software solve wide range problem range process large dataset develop personalized treatment strategy grow range option researcher well verse field may lack formal training appropriate mentorship software engineering principle two major theme cover university coursework current literature software testing software optimization survey currently available comprehensive archive network package show reproducible replicable software test frequently available many package appear employ software performance optimization tool technique use example exist package demonstrate powerful testing optimization technique improve quality researcher softwarejatsp,software engineering principle improve quality performance software jatsptoday computational researcher expect highly proficient use software solve wide range problem range process large dataset develop personalized treatment strategy grow range option researcher well verse field may lack formal training appropriate mentorship software engineering principle two major theme cover university coursework current literature software testing software optimization survey currently available comprehensive archive network package show reproducible replicable software test frequently available many package appear employ software performance optimization tool technique use example exist package demonstrate powerful testing optimization technique improve quality researcher softwarejatsp,0.5952380952380952,0.11904761904761904,0.17857142857142858,0.03571428571428571,84.0,0.0,0.0,1.0,0.0
Computer Science,Software Engineering Principles,Quantitative,Principles of survey research part 6,"<jats:p>This article is the last of our series of articles on survey research. In it, we discuss how to analyze survey data. We provide examples of correct and incorrect analysis techniques used in software engineering surveys.</jats:p>",https://doi.org/10.1145/638750.638758,CrossRef,principle survey research part,jatspthis article last series article survey research discuss analyze survey datum provide example correct incorrect analysis technique use software engineering surveysjatsp,principle survey research part jatspthis article last series article survey research discuss analyze survey datum provide example correct incorrect analysis technique use software engineering surveysjatsp,0.5238095238095238,0.047619047619047616,0.14285714285714285,0.0,21.0,0.0,0.0,0.0,0.0
Computer Science,Software Engineering Principles,Qualitative,Developing a process framework using principles of value‐based software engineering,"<jats:title>Abstract</jats:title><jats:p>In this article we present a software process framework using the 4 + 1 theory and principles of value‐based software engineering (VBSE). The value‐based process framework serves as a 6‐step process guide, and explains critical interactions between the five theories in the 4 + 1 theory of value‐based software engineering. This article also applies the process framework to a supply chain organization through a case study analysis to illustrate its strength in practice. Copyright © 2007 John Wiley &amp; Sons, Ltd.</jats:p>",https://doi.org/10.1002/spip.333,CrossRef,develop process framework use principle software engineering,jatstitleabstractjatstitlejatspin article present software process framework use theory principle software engineering vbse process framework serve process guide explain critical interaction five theory theory software engineering article also apply process framework supply chain organization case study analysis illustrate strength practice copyright john wiley amp son ltdjatsp,develop process framework use principle software engineering jatstitleabstractjatstitlejatspin article present software process framework use theory principle software engineering vbse process framework serve process guide explain critical interaction five theory theory software engineering article also apply process framework supply chain organization case study analysis illustrate strength practice copyright john wiley amp son ltdjatsp,0.6888888888888889,0.08888888888888889,0.08888888888888889,0.022222222222222223,45.0,1.0,0.0,0.0,1.0
